statute,description,subject_no,trr_id
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19332173,97770
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332200,97771
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19332200,97771
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,1933215,97772
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,1933215,97772
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,1933215,97772
4-144-190,REPLICA FIREARMS/PELLET GUNS,19332201,97773
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19332201,97773
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332201,97773
4-144-190,REPLICA FIREARMS/PELLET GUNS,19332201,97774
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19332201,97774
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332201,97774
4-144-190,REPLICA FIREARMS/PELLET GUNS,19332201,97775
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19332201,97775
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332201,97775
4-144-190,REPLICA FIREARMS/PELLET GUNS,19332201,97776
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19332201,97776
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332201,97776
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19332245,97777
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332245,97777
720 ILCS 5.0/33A-2-A,ARMED VIOLENCE/CATEGORY I,19335201,97887
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332335,97778
720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19332335,97778
720 ILCS 550.0/5-A,CANNABIS - MFG/DEL - LESS THAN 2.5 GRMS,19332335,97778
720 ILCS 600.0/3.5-A,PCS - DRUG PARAPHERNALIA - POSSESS,19332335,97778
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19332514,97780
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332519,97781
720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19332519,97781
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332519,97782
720 ILCS 570.0/401.5-A-5,PCS - MFG - POSSESS ANY SUBSTANCE W/INTENT,19332519,97782
10-8-515,SOLICITING UNLAWFUL BUSINESS,19332550,97783
720 ILCS 570.0/407-B-1,MFG/DEL COCAINE/SCH/PUB HS/PK,19332550,97783
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19332550,97783
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19332563,97784
9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19332563,97784
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19332600,97785
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19332600,97785
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19332600,97785
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19332600,97786
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19332600,97786
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19332600,97786
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19332657,97787
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19332683,97788
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332683,97788
720 ILCS 5.0/19-4-A-1,CRIM TRESPASS TO RESIDENCE,19332670,97789
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19332758,97790
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332758,97790
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19332758,97791
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332758,97791
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19331867,97792
720 ILCS 5.0/31-1A-B,ATTEMPT DISARM PC OFF/CORR INST EMP,19331867,97792
720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19331867,97792
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19331867,97793
720 ILCS 5.0/31-1A-B,ATTEMPT DISARM PC OFF/CORR INST EMP,19331867,97793
720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19331867,97793
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19332758,97794
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332758,97794
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19331867,97795
720 ILCS 5.0/31-1A-B,ATTEMPT DISARM PC OFF/CORR INST EMP,19331867,97795
720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19331867,97795
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19331867,97797
720 ILCS 5.0/31-1A-B,ATTEMPT DISARM PC OFF/CORR INST EMP,19331867,97797
720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19331867,97797
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19331867,97798
720 ILCS 5.0/31-1A-B,ATTEMPT DISARM PC OFF/CORR INST EMP,19331867,97798
720 ILCS 5.0/9-1-A-1,MURDER - FIRST DEGREE,19331867,97798
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19332810,97799
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19332858,97801
625 ILCS 5.0/11-708-B,WRONG WAY ON ONE-WAY STREET,19332846,97802
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19332846,97802
625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19332846,97802
720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19332846,97802
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332846,97802
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19332846,97802
625 ILCS 5.0/11-708-B,WRONG WAY ON ONE-WAY STREET,19332846,97803
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19332846,97803
625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19332846,97803
720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19332846,97803
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332846,97803
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19332846,97803
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19332983,97804
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19332983,97804
8-4-030,DRINKING ALCOHOL ON THE PUBLIC WAY,19332983,97804
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19333005,97805
625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19333005,97805
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19333005,97805
720 ILCS 550.0/4-D,CANNABIS - POSSESS 30-500 GRMS,19333005,97805
9-76-210(B),BROKEN OR CRACKED GLASS EXCEEDS SIX INCHES,19333005,97805
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19333094,97807
9-80-180,OBSTRUCTION OF TRAFFIC BY NON-MOTORIST,19333094,97807
2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,1933311,97808
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,1933311,97808
2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19333112,97809
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333112,97809
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19333718,97812
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19333718,97812
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19333718,97812
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19333718,97812
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19333718,97812
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19333718,97813
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19333718,97813
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19333718,97813
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19333718,97813
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19333718,97813
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19333206,97816
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19333206,97816
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19333206,97817
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19333206,97817
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,,97818
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,,97819
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19333250,97820
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19333396,97821
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19333406,97822
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19333406,97822
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333406,97822
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19333406,97823
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19333406,97823
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333406,97823
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19333457,97824
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333457,97824
2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19333446,97825
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333446,97825
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333464,97826
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19333464,97826
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19333464,97826
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333495,97827
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19333505,97828
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19333505,97829
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333502,97830
720 ILCS 5.0/12-5-A,RECKLESS CONDUCT,19333513,97831
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19333575,97832
720 ILCS 5.0/19-1-A,BURGLARY,19333575,97832
720 ILCS 5.0/31-4.5-A,OBSTRUCTING IDENTIFICATION,19333575,97832
720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19333575,97832
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19333575,97832
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19333608,97833
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19333633,97834
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19333700,97835
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19333700,97835
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19333700,97835
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19333755,97836
720 ILCS 5.0/12-3.05-D-1,AGGRAVATED BATTERY/VICTIM 60+,19333755,97836
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19333755,97836
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19333755,97837
720 ILCS 5.0/12-3.05-D-1,AGGRAVATED BATTERY/VICTIM 60+,19333755,97837
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19333755,97837
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19333864,97839
720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,19333864,97839
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19333853,97840
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19333853,97840
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19333853,97840
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19333853,97840
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19733385,97843
720 ILCS 5.0/21-3-A-2,CRIMINAL TRESPASS TO LAND,19733385,97843
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19733385,97843
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19733385,97843
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19333949,97844
720 ILCS 5.0/12-3.4-A-1,VIOLATE ORDER PROTECTION,19333949,97844
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19333949,97844
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19333949,97844
520 ILCS 5.0/1.22,RESIST/OBSTRUCT OFFICER,19333881,97848
720 ILCS 550.0/4-C,CANNABIS - POSSESS 10-30 GRMS,19333881,97848
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19334002,97849
720 ILCS 550.0/5-B,CANNABIS - MFG/DEL - 2.5-10 GRMS,19334002,97849
725 ILCS 5.0/110-3,ISSUANCE OF WARRANT,19334002,97849
8-4-015,GANG LOITERING,19334002,97849
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19334119,97850
8-4-081,URINATE OR DEFECATE ON PUBLIC WAY,19334119,97850
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19334161,97851
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19334161,97851
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19334161,97853
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19334161,97853
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19334161,97854
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19334161,97854
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19334206,97855
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19334206,97855
720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19334206,97855
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334206,97855
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19334206,97857
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19334206,97857
720 ILCS 5.0/21-2-A,CRIMINAL TRESPASS TO VEHICLES ,19334206,97857
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334206,97857
720 ILCS 5.0/12-2-B-4,AGG ASSAULT PC OFFICER/VOLUNTEER,19334270,97858
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19334369,97861
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334369,97861
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19334369,97862
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334369,97862
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19334369,97863
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334369,97863
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19334305,97866
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19334305,97866
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19334305,97866
720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE/$10K-100K     ,19334305,97866
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19334305,97867
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19334305,97867
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19334305,97867
720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE/$10K-100K     ,19334305,97867
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19334305,97868
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19334305,97868
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19334305,97868
720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE/$10K-100K     ,19334305,97868
720 ILCS 5.0/12-2-C-1,AGG ASSAULT/USE DEADLY WEAPON,19334305,97869
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19334305,97869
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19334305,97869
720 ILCS 5.0/21-1-A-1,CRIMINAL DAMAGE/$10K-100K     ,19334305,97869
625 ILCS 5.0/11-204-A,IVC - FLEE/ATTEMPT ELUDE POLICE,19334422,97870
625 ILCS 5.0/11-204.1-A-4,IVC - AGG FLEEING/2+ CON DEVICES,19334422,97870
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19334422,97870
625 ILCS 5.0/11-804-B,IVC - FAIL TO SIGNAL,19334422,97870
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,19334422,97870
625 ILCS 5.0/6-303-A,DRIVING ON REVOKED LICENSE,19334422,97870
720 ILCS 5.0/31-1-A-7,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR INJ,19334422,97870
9-24-010(B),STOP AT STOP SIGN,19334422,97870
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,19334422,97870
625 ILCS 5.0/6-116,DRIVER'S LICENSE- CHANGE OF ADDRESS - FAIL NTFY S.O.S.,19334465,97871
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,19334465,97871
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334465,97871
9-40-060,DRIVING ON BICYCLE PATHS,19334465,97871
9-76-120,REAR VIEW MIRRORS,19334465,97871
9-76-160(A),DISPLAY ST REG-FRONT/REAR,19334465,97871
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19334574,97874
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19334574,97874
720 ILCS 5.0/24-1-A-7-II,UUW - WEAPON - RIFLE<16IN - SHOTGUN<18IN,19334574,97874
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19334574,97874
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334574,97874
9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19334574,97874
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19334574,97876
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19334574,97876
720 ILCS 5.0/24-1-A-7-II,UUW - WEAPON - RIFLE<16IN - SHOTGUN<18IN,19334574,97876
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19334574,97876
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334574,97876
9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19334574,97876
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19334574,97877
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19334574,97877
720 ILCS 5.0/24-1-A-7-II,UUW - WEAPON - RIFLE<16IN - SHOTGUN<18IN,19334574,97877
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19334574,97877
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334574,97877
9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19334574,97877
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19934574,97878
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19934574,97878
720 ILCS 5.0/24-1-A-7-II,UUW - WEAPON - RIFLE<16IN - SHOTGUN<18IN,19934574,97878
720 ILCS 5.0/24-1.1-A,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",19934574,97878
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19934574,97878
9-76-050(C),"LIGHT, TAIL LIGHTS REQUIRED",19934574,97878
720 ILCS 5.0/26-1-A-1,DISORDERLY CONDUCT - BREACH OF PEACE,19334766,97881
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334766,97881
720 ILCS 5.0/24-1.6-A-1,UUW -  WEAPON - AGG./VEH. OR CONCEALED,19334925,97882
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19334925,97882
720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,19334925,97882
720 ILCS 5.0/24-1.6-A-1,AGG UUW/VEHICLE/LOADED/NO FCCA,19335201,97887
720 ILCS 570.0/401-A-1-A,MFG/DEL15<100 GR HEROIN/ANLG,19335201,97887
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19335201,97887
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19335439,97888
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19335439,97888
625 ILCS 5.0/11-1204-B,IVC - DISREGARD STOP SIGN,1933552,97891
625 ILCS 5.0/3-707,INSURANCE - OPERATE MTR VEHICLE WITHOUT,1933552,97891
625 ILCS 5.0/6-303-A,DRIVING ON SUSPENDED LICENSE,1933552,97891
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,1933552,97891
9-8-020(C)(1),DISOBEY RED CIRCULAR STEADY SIGNAL STOP,1933552,97891
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19335585,97892
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19335585,97892
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19335585,97892
720 ILCS 5.0/12-1-A,ASSAULT - SIMPLE,19335585,97893
720 ILCS 5.0/12-3.2-A-2,DOMESTIC BATTERY - PHYSICAL CONTACT,19335585,97893
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19335585,97893
625 ILCS 5.0/11-403,IVC - FAIL GIVE INFO/RENDER AID/INJURY,19335582,97895
625 ILCS 5.0/11-503-A-1,IVC - RECKLESS DRIVING,19335582,97895
625 ILCS 5.0/12-603.1,IVC - NOT WEARING SEAT BELT/DRIVER,19335582,97895
625 ILCS 5.0/6-101,DRIVING/NO LICENSE/PERMIT/AGE,19335582,97895
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19335582,97895
720 ILCS 5.0/12-3.2-A-1,DOMESTIC BATTERY - BODILY HARM,19335582,97895
9-24-010(B),STOP AT STOP SIGN,19335582,97895
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19335659,97898
720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19335659,97898
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19335659,97898
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19335659,97898
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19335659,97900
720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19335659,97900
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19335659,97900
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19335659,97900
720 ILCS 5.0/12-3-A-1,BATTERY - CAUSE BODILY HARM,19335575,97902
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19335575,97902
720 ILCS 5.0/12-3-A-2,BATTERY - MAKE PHYSICAL CONTACT,19335659,97903
720 ILCS 5.0/16-1-A-1,THEFT/UNAUTHORIZED CON/$500,19335659,97903
720 ILCS 5.0/21-1-A-1,CRIM DAMAGE TO PROPERTY <$300 ,19335659,97903
720 ILCS 5.0/31-1-A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,19335659,97903
2-84-300-A,RESISTING POLICE OFFICER OR AIDING ESCAPE,19335676,97904
720 ILCS 5.0/12-3.05-D-4,AGG BATTERY/PEACE OFFICER,19335676,97904
720 ILCS 5.0/32-10-A,VIOLATION BAIL BOND - CLASS A OFFENSE,19335676,97904
720 ILCS 570.0/402-C,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),19335676,97904
